household_id,less_preferred_food_days,borrowed_food_days,reduced_meals_days,reduced_portion_days,adults_reduced_for_children_days,basic_needs_met
HH00930,0.0,3.0,0.0,5.0,3.0,No
HH00931,3.0,1.0,4.0,5.0,0.0,Yes mostly
HH00932,1.0,3.0,2.0,5.0,4.0,Only some
HH00933,7.0,3.0,,0.0,2.0,No
HH00934,2.0,4.0,3.0,6.0,4.0,Yes mostly
HH00935,0.0,4.0,5.0,,3.0,Only some
HH00936,3.0,3.0,0.0,1.0,3.0,No
HH00937,5.0,0.0,1.0,1.0,0.0,Only some
HH00938,5.0,1.0,3.0,3.0,2.0,Yes fully
HH00939,7.0,3.0,0.0,4.0,3.0,Only some
HH00940,2.0,3.0,5.0,0.0,4.0,Only some
HH00941,4.0,3.0,3.0,3.0,1.0,Only some
HH00942,4.0,4.0,5.0,1.0,2.0,Yes fully
HH00943,0.0,5.0,2.0,6.0,0.0,Yes fully
HH00944,0.0,3.0,4.0,4.0,2.0,Only some
HH00945,6.0,0.0,1.0,2.0,2.0,Yes mostly
HH00946,3.0,2.0,2.0,2.0,0.0,No
HH00947,5.0,1.0,2.0,5.0,4.0,Yes mostly
HH00948,7.0,3.0,3.0,4.0,3.0,Only some
HH00949,1.0,3.0,1.0,2.0,0.0,Yes fully
HH00950,6.0,3.0,3.0,5.0,4.0,Only some
HH00951,1.0,,5.0,4.0,3.0,No
HH00952,5.0,1.0,0.0,0.0,3.0,Yes mostly
HH00953,1.0,1.0,4.0,4.0,4.0,Yes mostly
HH00954,2.0,5.0,5.0,6.0,2.0,No
HH00955,3.0,2.0,0.0,6.0,1.0,Only some
HH00956,3.0,1.0,4.0,0.0,3.0,Only some
HH00957,0.0,5.0,2.0,6.0,4.0,Yes mostly
HH00958,6.0,0.0,3.0,6.0,4.0,No
HH00959,0.0,2.0,1.0,1.0,3.0,Only some
HH00960,7.0,4.0,1.0,4.0,3.0,Yes mostly
HH00961,1.0,2.0,1.0,5.0,0.0,Yes mostly
HH00962,5.0,5.0,0.0,0.0,2.0,Yes fully
HH00963,5.0,2.0,2.0,5.0,1.0,Only some
HH00964,3.0,3.0,5.0,2.0,1.0,Only some
HH00965,4.0,2.0,4.0,2.0,4.0,Yes mostly
HH00966,0.0,2.0,1.0,1.0,1.0,Yes mostly
HH00967,7.0,2.0,3.0,3.0,4.0,Yes mostly
HH00968,0.0,5.0,0.0,5.0,4.0,Yes fully
HH00969,5.0,4.0,0.0,5.0,2.0,No
HH00970,0.0,2.0,3.0,1.0,0.0,Only some
HH00971,,2.0,1.0,5.0,3.0,Yes mostly
HH00972,2.0,2.0,4.0,5.0,4.0,Yes fully
HH00973,3.0,4.0,0.0,0.0,2.0,Yes fully
HH00974,0.0,3.0,0.0,2.0,,Only some
HH00975,1.0,3.0,4.0,0.0,2.0,Yes mostly
HH00976,3.0,2.0,1.0,6.0,4.0,Yes mostly
HH00977,5.0,2.0,0.0,3.0,2.0,No
HH00978,4.0,3.0,4.0,1.0,2.0,Only some
HH00979,2.0,4.0,4.0,6.0,2.0,Only some
HH00980,4.0,5.0,5.0,4.0,3.0,Yes fully
HH00981,1.0,0.0,3.0,6.0,1.0,Yes mostly
HH00982,4.0,1.0,2.0,5.0,3.0,No
HH00983,4.0,4.0,4.0,6.0,4.0,Only some
HH00984,1.0,0.0,4.0,1.0,3.0,Only some
HH00985,1.0,3.0,3.0,1.0,4.0,Only some
HH00986,4.0,2.0,1.0,0.0,3.0,Yes mostly
HH00987,4.0,1.0,5.0,2.0,4.0,Only some
HH00988,7.0,3.0,4.0,3.0,0.0,Yes fully
HH00989,3.0,3.0,5.0,3.0,1.0,Yes mostly
HH00990,3.0,4.0,3.0,4.0,1.0,Yes mostly
HH00991,3.0,4.0,2.0,5.0,4.0,Yes fully
HH00992,6.0,5.0,5.0,5.0,1.0,Yes mostly
HH00993,2.0,2.0,3.0,3.0,4.0,Yes fully
HH00994,3.0,4.0,4.0,1.0,3.0,Yes mostly
HH00995,2.0,4.0,5.0,3.0,0.0,No
HH00996,4.0,5.0,1.0,6.0,3.0,No
HH00997,,3.0,1.0,5.0,1.0,Yes fully
HH00998,3.0,1.0,0.0,6.0,1.0,Yes mostly
HH00999,2.0,2.0,3.0,3.0,4.0,Only some
HH01000,5.0,1.0,4.0,5.0,3.0,Yes fully
HH01001,2.0,1.0,5.0,2.0,3.0,Only some
HH01002,7.0,1.0,0.0,0.0,1.0,Yes fully
HH01003,4.0,2.0,0.0,5.0,3.0,Only some
HH01004,3.0,4.0,4.0,0.0,1.0,Yes mostly
HH01005,1.0,1.0,1.0,4.0,3.0,Only some
HH01006,6.0,1.0,2.0,6.0,1.0,Yes mostly
HH01007,4.0,0.0,0.0,0.0,3.0,Yes fully
HH01008,7.0,1.0,0.0,5.0,,Yes mostly
HH01009,5.0,2.0,3.0,6.0,1.0,Yes mostly
HH01010,6.0,2.0,4.0,4.0,0.0,No
HH01011,0.0,2.0,5.0,4.0,0.0,Yes mostly
HH01012,0.0,1.0,2.0,6.0,4.0,Yes fully
HH01013,5.0,2.0,3.0,5.0,4.0,Only some
HH01014,0.0,3.0,5.0,0.0,3.0,Yes mostly
HH01015,7.0,0.0,2.0,5.0,0.0,No
HH01016,,5.0,1.0,5.0,2.0,Only some
HH01017,4.0,1.0,4.0,1.0,2.0,Yes fully
HH01018,5.0,0.0,0.0,4.0,1.0,Only some
HH01019,3.0,1.0,1.0,5.0,1.0,Only some
HH01020,7.0,3.0,0.0,5.0,3.0,Yes mostly
HH01021,0.0,3.0,3.0,6.0,4.0,Only some
HH01022,2.0,0.0,1.0,5.0,4.0,Yes mostly
HH01023,5.0,2.0,2.0,0.0,1.0,Yes mostly
HH01024,6.0,1.0,3.0,3.0,2.0,Only some
HH01025,1.0,5.0,1.0,1.0,2.0,Only some
HH01026,6.0,1.0,2.0,0.0,1.0,Only some
HH01027,3.0,5.0,2.0,1.0,2.0,Yes mostly
HH01028,6.0,3.0,0.0,6.0,1.0,Only some
HH01029,2.0,5.0,5.0,4.0,0.0,Yes mostly
HH01030,5.0,3.0,5.0,5.0,2.0,Only some
HH01031,1.0,0.0,4.0,3.0,1.0,Yes mostly
HH01032,1.0,,0.0,2.0,1.0,Only some
HH01033,5.0,2.0,2.0,3.0,3.0,Yes mostly
HH01034,5.0,4.0,2.0,6.0,3.0,Yes mostly
HH01035,2.0,2.0,0.0,2.0,0.0,Yes fully
HH01036,4.0,1.0,5.0,2.0,1.0,Yes mostly
HH01037,7.0,0.0,2.0,5.0,0.0,Yes fully
HH01038,2.0,4.0,3.0,2.0,4.0,Yes mostly
HH01039,4.0,1.0,4.0,6.0,4.0,Yes mostly
HH01040,1.0,4.0,1.0,6.0,2.0,Only some
HH01041,4.0,0.0,2.0,0.0,4.0,No
HH01042,7.0,0.0,5.0,4.0,3.0,No
HH01043,5.0,4.0,4.0,0.0,4.0,No
HH01044,1.0,2.0,3.0,6.0,4.0,No
HH01045,5.0,3.0,3.0,0.0,2.0,Yes fully
HH01046,3.0,0.0,0.0,6.0,2.0,Yes mostly
HH01047,0.0,1.0,1.0,5.0,3.0,Yes mostly
HH01048,4.0,0.0,0.0,3.0,0.0,Yes fully
HH01049,,1.0,4.0,1.0,1.0,Only some
HH01050,7.0,1.0,5.0,1.0,2.0,No
HH01051,7.0,2.0,0.0,3.0,1.0,Only some
HH01052,5.0,1.0,1.0,5.0,2.0,No
HH01053,5.0,2.0,2.0,6.0,4.0,Only some
HH01054,2.0,5.0,4.0,3.0,3.0,Yes mostly
HH01055,0.0,0.0,2.0,1.0,4.0,Yes fully
HH01056,0.0,5.0,0.0,3.0,4.0,No
HH01057,3.0,2.0,3.0,5.0,1.0,Only some
HH01058,2.0,3.0,0.0,3.0,3.0,Yes mostly
HH01059,7.0,4.0,3.0,6.0,1.0,Yes fully
HH01060,2.0,4.0,5.0,0.0,,Only some
HH01061,1.0,5.0,0.0,3.0,0.0,Only some
HH01062,6.0,5.0,5.0,0.0,1.0,Only some
HH01063,6.0,0.0,3.0,4.0,4.0,No
HH01064,3.0,2.0,0.0,4.0,1.0,Yes mostly
HH01065,0.0,3.0,1.0,2.0,3.0,No
HH01066,0.0,3.0,1.0,5.0,1.0,Only some
HH01067,4.0,5.0,5.0,6.0,1.0,Only some
HH01068,6.0,3.0,4.0,3.0,3.0,No
HH01069,3.0,2.0,2.0,3.0,3.0,Only some
HH01070,0.0,,3.0,1.0,1.0,Yes mostly
HH01071,2.0,4.0,2.0,0.0,4.0,No
HH01072,0.0,4.0,2.0,2.0,0.0,Yes mostly
HH01073,3.0,3.0,3.0,3.0,0.0,Yes fully
HH01074,3.0,0.0,1.0,5.0,4.0,Only some
HH01075,5.0,5.0,4.0,6.0,0.0,Yes mostly
HH01076,0.0,4.0,5.0,0.0,1.0,Yes mostly
HH01077,3.0,0.0,5.0,1.0,0.0,Yes mostly
HH01078,1.0,1.0,1.0,3.0,1.0,Yes fully
HH01079,3.0,2.0,2.0,2.0,0.0,Yes fully
HH01080,7.0,1.0,1.0,4.0,1.0,Only some
HH01081,5.0,3.0,3.0,2.0,1.0,Yes mostly
HH01082,6.0,3.0,1.0,2.0,0.0,Only some
HH01083,0.0,1.0,2.0,3.0,3.0,Only some
HH01084,6.0,4.0,0.0,4.0,0.0,Yes mostly
HH01085,6.0,1.0,3.0,0.0,2.0,Yes mostly
HH01086,5.0,0.0,3.0,6.0,1.0,Yes mostly
HH01087,6.0,5.0,3.0,2.0,3.0,No
HH01088,0.0,1.0,2.0,1.0,1.0,No
HH01089,5.0,1.0,4.0,4.0,2.0,Yes mostly
HH01090,6.0,4.0,3.0,0.0,4.0,Yes fully
HH01091,1.0,4.0,1.0,4.0,0.0,Only some
HH01092,3.0,0.0,2.0,0.0,2.0,Yes mostly
HH01093,3.0,0.0,3.0,1.0,2.0,Yes mostly
HH01094,0.0,5.0,0.0,5.0,3.0,Yes mostly
HH01095,1.0,3.0,2.0,2.0,2.0,Only some
HH01096,2.0,2.0,5.0,6.0,3.0,Yes mostly
HH01097,0.0,2.0,2.0,2.0,3.0,No
HH01098,4.0,3.0,3.0,4.0,,Yes mostly
HH01099,0.0,4.0,4.0,0.0,3.0,Yes mostly
HH01100,0.0,0.0,1.0,6.0,4.0,No
HH01101,5.0,1.0,4.0,4.0,0.0,Yes mostly
HH01102,2.0,5.0,0.0,4.0,2.0,Yes fully
HH01103,3.0,1.0,2.0,2.0,4.0,Yes fully
HH01104,2.0,5.0,3.0,2.0,0.0,Only some
HH01105,3.0,2.0,1.0,3.0,4.0,Only some
HH01106,3.0,1.0,4.0,1.0,0.0,Yes mostly
HH01107,1.0,3.0,0.0,0.0,3.0,Yes fully
HH01108,0.0,3.0,3.0,4.0,0.0,Yes fully
HH01109,3.0,2.0,3.0,5.0,3.0,Yes mostly
HH01110,4.0,4.0,4.0,4.0,4.0,Yes mostly
HH01111,6.0,0.0,1.0,3.0,4.0,Yes mostly
HH01112,1.0,0.0,,3.0,2.0,Yes mostly
HH01113,0.0,3.0,3.0,6.0,,Only some
HH01114,4.0,3.0,5.0,3.0,0.0,Only some
HH01115,7.0,4.0,4.0,4.0,1.0,Only some
HH01116,1.0,5.0,1.0,2.0,0.0,Only some
HH01117,0.0,5.0,2.0,0.0,3.0,Yes mostly
HH01118,3.0,3.0,1.0,2.0,4.0,Only some
HH01119,4.0,3.0,4.0,5.0,4.0,Yes fully
HH01120,4.0,5.0,3.0,,2.0,Only some
HH01121,,5.0,2.0,4.0,0.0,Yes mostly
HH01122,5.0,0.0,0.0,5.0,0.0,Only some
HH01123,2.0,3.0,3.0,1.0,3.0,No
HH01124,0.0,5.0,2.0,5.0,4.0,Yes mostly
HH01125,7.0,0.0,0.0,5.0,4.0,Yes fully
HH01126,4.0,5.0,1.0,,3.0,No
HH01127,2.0,4.0,4.0,3.0,4.0,Yes mostly
HH01128,6.0,0.0,4.0,6.0,2.0,Yes mostly
HH01129,6.0,3.0,2.0,1.0,0.0,Yes mostly
HH01130,1.0,2.0,4.0,2.0,2.0,Yes mostly
HH01131,7.0,2.0,4.0,1.0,0.0,Yes mostly
HH01132,4.0,3.0,3.0,2.0,3.0,Only some
HH01133,2.0,4.0,1.0,1.0,1.0,Only some
HH01134,3.0,5.0,2.0,5.0,1.0,Yes mostly
HH01135,1.0,2.0,4.0,6.0,0.0,Only some
HH01136,6.0,0.0,1.0,6.0,4.0,Only some
HH01137,2.0,5.0,3.0,2.0,2.0,Yes fully
HH01138,3.0,2.0,4.0,6.0,3.0,Only some
HH01139,0.0,4.0,3.0,0.0,2.0,Yes fully
HH01140,7.0,4.0,3.0,0.0,3.0,Yes mostly
HH01141,2.0,0.0,1.0,2.0,2.0,Only some
HH01142,5.0,2.0,2.0,2.0,3.0,Only some
HH01143,2.0,0.0,0.0,6.0,0.0,No
HH01144,4.0,3.0,0.0,5.0,4.0,Yes mostly
HH01145,4.0,4.0,3.0,5.0,2.0,Yes fully
HH01146,2.0,3.0,1.0,5.0,0.0,Yes fully
HH01147,3.0,1.0,2.0,5.0,4.0,Yes mostly
HH01148,4.0,5.0,2.0,3.0,0.0,Yes mostly
HH01149,1.0,0.0,2.0,0.0,2.0,Yes mostly
HH01150,1.0,0.0,4.0,0.0,3.0,Only some
HH01151,1.0,2.0,2.0,6.0,1.0,Yes fully
HH01152,3.0,5.0,5.0,3.0,1.0,Yes fully
HH01153,1.0,5.0,2.0,6.0,1.0,Yes fully
HH01154,2.0,3.0,5.0,0.0,3.0,Only some
HH01155,5.0,5.0,5.0,4.0,2.0,Yes mostly
HH01156,5.0,5.0,2.0,1.0,2.0,Yes fully
HH01157,7.0,3.0,4.0,2.0,2.0,Yes mostly
HH01158,6.0,0.0,2.0,4.0,1.0,Yes mostly
HH01159,3.0,5.0,5.0,3.0,4.0,Yes mostly
HH01160,7.0,3.0,4.0,0.0,1.0,Only some
HH01161,7.0,0.0,2.0,6.0,4.0,Yes mostly
HH01162,1.0,5.0,1.0,4.0,3.0,Yes fully
HH01163,1.0,2.0,5.0,2.0,0.0,Yes mostly
HH01164,7.0,4.0,3.0,4.0,0.0,Yes fully
HH01165,7.0,1.0,4.0,1.0,2.0,No
HH01166,6.0,0.0,4.0,3.0,0.0,Only some
HH01167,3.0,2.0,0.0,2.0,4.0,Yes mostly
HH01168,6.0,2.0,1.0,2.0,2.0,Only some
HH01169,6.0,5.0,5.0,3.0,4.0,Yes mostly
HH01170,5.0,0.0,1.0,6.0,0.0,Yes mostly
HH01171,4.0,5.0,5.0,0.0,0.0,Yes mostly
HH01172,2.0,0.0,2.0,3.0,3.0,Only some
HH01173,5.0,5.0,5.0,6.0,4.0,Only some
HH01174,7.0,4.0,3.0,6.0,4.0,Yes mostly
HH01175,7.0,2.0,0.0,6.0,3.0,Only some
HH01176,4.0,5.0,1.0,2.0,3.0,Yes fully
HH01177,0.0,2.0,5.0,3.0,0.0,Yes mostly
HH01178,5.0,3.0,1.0,4.0,3.0,Yes fully
HH01179,2.0,0.0,1.0,5.0,3.0,Yes mostly
HH01180,1.0,0.0,0.0,,1.0,Yes mostly
HH01181,0.0,2.0,3.0,1.0,4.0,No
HH01182,1.0,1.0,,0.0,4.0,Yes mostly
HH01183,3.0,1.0,5.0,1.0,4.0,Yes mostly
HH01184,2.0,2.0,5.0,1.0,4.0,Yes fully
HH01185,3.0,3.0,5.0,2.0,2.0,Yes fully
HH01186,4.0,0.0,5.0,6.0,4.0,Yes mostly
HH01187,4.0,4.0,3.0,1.0,0.0,Yes fully
HH01188,3.0,5.0,4.0,2.0,1.0,Yes mostly
HH01189,3.0,5.0,3.0,2.0,3.0,Yes fully
HH01190,7.0,1.0,0.0,1.0,0.0,Yes fully
HH01191,2.0,5.0,0.0,1.0,4.0,Only some
HH01192,0.0,0.0,0.0,6.0,0.0,No
HH01193,6.0,0.0,2.0,4.0,1.0,Yes fully
HH01194,0.0,4.0,2.0,0.0,1.0,Only some
HH01195,6.0,4.0,3.0,4.0,2.0,Only some
HH01196,2.0,0.0,3.0,4.0,0.0,Only some
HH01197,,2.0,2.0,2.0,4.0,Only some
HH01198,1.0,2.0,4.0,5.0,4.0,Yes mostly
HH01199,1.0,4.0,5.0,5.0,3.0,No
HH01200,3.0,3.0,1.0,5.0,0.0,Yes fully
HH01201,3.0,3.0,1.0,4.0,,Yes mostly
HH01202,5.0,0.0,5.0,3.0,1.0,Only some
HH01203,5.0,5.0,5.0,1.0,3.0,No
HH01204,7.0,3.0,1.0,0.0,4.0,Yes mostly
HH01205,5.0,4.0,3.0,6.0,4.0,No
HH01206,1.0,2.0,3.0,5.0,4.0,Only some
HH01207,0.0,1.0,3.0,1.0,3.0,Only some
HH01208,2.0,4.0,5.0,5.0,1.0,Only some
HH01209,7.0,1.0,0.0,0.0,1.0,Only some
HH01210,6.0,1.0,3.0,1.0,1.0,Yes mostly
HH01211,5.0,3.0,1.0,1.0,0.0,Only some
HH01212,2.0,2.0,4.0,2.0,4.0,Yes fully
HH01213,3.0,5.0,3.0,2.0,2.0,No
HH01214,5.0,3.0,4.0,3.0,4.0,Only some
HH01215,7.0,2.0,5.0,3.0,4.0,Only some
HH01216,4.0,0.0,4.0,0.0,3.0,Yes fully
HH01217,0.0,2.0,5.0,1.0,0.0,Yes mostly
HH01218,6.0,0.0,4.0,5.0,2.0,Yes mostly
HH01219,7.0,1.0,3.0,3.0,2.0,Yes mostly
HH01220,0.0,1.0,2.0,6.0,3.0,Only some
HH01221,3.0,3.0,2.0,0.0,2.0,No
HH01222,7.0,0.0,2.0,2.0,3.0,Only some
HH01223,7.0,0.0,3.0,1.0,0.0,Yes mostly
HH01224,7.0,0.0,4.0,6.0,0.0,No
HH01225,7.0,5.0,2.0,1.0,4.0,No
HH01226,0.0,5.0,3.0,5.0,2.0,Only some
HH01227,1.0,1.0,2.0,1.0,4.0,Yes mostly
HH01228,3.0,2.0,3.0,5.0,4.0,Only some
HH01229,4.0,1.0,4.0,3.0,0.0,Yes mostly
HH01230,3.0,3.0,2.0,6.0,3.0,Yes fully
HH01231,2.0,3.0,2.0,0.0,0.0,Only some
HH01232,2.0,1.0,1.0,2.0,0.0,Only some
HH01233,4.0,3.0,2.0,5.0,1.0,Yes mostly
HH01234,7.0,0.0,2.0,6.0,3.0,No
HH01235,6.0,3.0,0.0,3.0,0.0,No
HH01236,1.0,4.0,5.0,0.0,3.0,Only some
HH01237,1.0,0.0,5.0,4.0,1.0,Yes fully
HH01238,2.0,4.0,1.0,3.0,1.0,Yes fully
HH01239,5.0,4.0,5.0,5.0,1.0,Only some
HH01240,0.0,5.0,1.0,3.0,1.0,Only some
HH01241,5.0,4.0,2.0,6.0,1.0,Yes mostly
HH01242,4.0,0.0,0.0,0.0,1.0,Yes fully
HH01243,5.0,0.0,3.0,4.0,2.0,Yes fully
HH01244,6.0,0.0,2.0,5.0,4.0,Yes mostly
HH01245,4.0,,1.0,2.0,2.0,Only some
HH01246,4.0,4.0,1.0,3.0,0.0,Yes mostly
HH01247,3.0,3.0,5.0,4.0,3.0,Yes fully
HH01248,5.0,1.0,4.0,3.0,4.0,Yes mostly
HH01249,3.0,1.0,0.0,2.0,2.0,No
HH01250,0.0,0.0,0.0,4.0,2.0,Yes mostly
HH01251,0.0,2.0,0.0,5.0,3.0,Yes fully
HH01252,5.0,1.0,1.0,0.0,4.0,Only some
HH01253,5.0,1.0,4.0,6.0,0.0,No
HH01254,3.0,0.0,0.0,1.0,4.0,Yes fully
HH01255,5.0,1.0,1.0,0.0,4.0,Yes fully
HH01256,3.0,5.0,0.0,1.0,4.0,Only some
HH01257,2.0,1.0,3.0,0.0,2.0,Yes mostly
HH01258,4.0,5.0,4.0,6.0,4.0,No
HH01259,3.0,0.0,3.0,2.0,0.0,Only some
HH01260,7.0,3.0,5.0,5.0,2.0,Yes fully
HH01261,5.0,0.0,4.0,1.0,4.0,No
HH01262,5.0,2.0,4.0,3.0,1.0,Only some
HH01263,5.0,5.0,1.0,2.0,3.0,Yes mostly
HH01264,5.0,4.0,5.0,4.0,1.0,Yes mostly
HH01265,,,3.0,6.0,2.0,Only some
HH01266,3.0,3.0,0.0,4.0,3.0,No
HH01267,6.0,3.0,0.0,4.0,4.0,Yes fully
HH01268,0.0,4.0,5.0,1.0,1.0,Yes mostly
HH01269,5.0,3.0,1.0,0.0,3.0,No
HH01270,4.0,3.0,2.0,0.0,2.0,Yes mostly
HH01271,0.0,0.0,4.0,2.0,1.0,Yes fully
HH01272,5.0,5.0,4.0,3.0,0.0,Yes fully
HH01273,0.0,3.0,0.0,0.0,0.0,Only some
HH01274,5.0,1.0,3.0,1.0,3.0,Only some
HH01275,4.0,0.0,5.0,4.0,0.0,Yes fully
HH01276,4.0,3.0,2.0,6.0,0.0,Yes mostly
HH01277,4.0,4.0,,6.0,0.0,Only some
HH01278,2.0,4.0,1.0,1.0,1.0,Only some
HH01279,4.0,5.0,4.0,0.0,0.0,Yes fully
HH01280,1.0,5.0,0.0,4.0,2.0,Yes mostly
HH01281,6.0,3.0,3.0,6.0,4.0,Only some
HH01282,0.0,5.0,2.0,2.0,2.0,Yes fully
HH01283,1.0,0.0,3.0,6.0,3.0,Yes mostly
HH01284,5.0,2.0,2.0,5.0,4.0,No
HH01285,0.0,2.0,5.0,6.0,4.0,No
HH01286,7.0,4.0,5.0,6.0,3.0,Yes mostly
HH01287,0.0,1.0,1.0,0.0,0.0,No
HH01288,4.0,1.0,0.0,2.0,3.0,Only some
HH01289,7.0,5.0,2.0,0.0,3.0,No
HH01290,5.0,3.0,3.0,0.0,1.0,No
HH01291,5.0,3.0,4.0,3.0,0.0,Only some
HH01292,5.0,1.0,3.0,4.0,0.0,Yes mostly
HH01293,5.0,3.0,3.0,6.0,1.0,Yes fully
HH01294,1.0,2.0,0.0,0.0,3.0,Yes mostly
HH01295,2.0,3.0,4.0,0.0,4.0,Yes mostly
HH01296,1.0,5.0,1.0,0.0,0.0,Only some
HH01297,1.0,1.0,2.0,6.0,2.0,Yes fully
HH01298,1.0,4.0,2.0,4.0,4.0,Only some
HH01299,5.0,3.0,0.0,3.0,0.0,No
HH01300,7.0,2.0,2.0,0.0,4.0,Yes mostly
HH01301,4.0,5.0,2.0,2.0,0.0,Only some
HH01302,0.0,0.0,1.0,0.0,1.0,Only some
HH01303,5.0,4.0,1.0,0.0,0.0,Only some
HH01304,4.0,2.0,0.0,3.0,3.0,No
HH01305,6.0,4.0,5.0,3.0,2.0,Yes mostly
HH01306,3.0,0.0,1.0,3.0,,Yes mostly
HH01307,3.0,4.0,5.0,6.0,2.0,Yes mostly
HH01308,5.0,0.0,5.0,6.0,1.0,Yes mostly
HH01309,5.0,2.0,2.0,0.0,3.0,Yes mostly
HH01310,1.0,5.0,4.0,1.0,2.0,Only some
HH01311,4.0,3.0,1.0,3.0,3.0,Only some
HH01312,7.0,2.0,1.0,2.0,3.0,Yes mostly
HH01313,0.0,1.0,5.0,3.0,3.0,Yes mostly
HH01314,2.0,0.0,3.0,4.0,4.0,Yes mostly
HH01315,4.0,0.0,4.0,1.0,2.0,Yes mostly
HH01316,7.0,4.0,5.0,5.0,1.0,Yes mostly
HH01317,7.0,1.0,0.0,1.0,3.0,Yes mostly
HH01318,4.0,0.0,1.0,2.0,3.0,Only some
HH01319,4.0,2.0,5.0,1.0,2.0,No
HH01320,3.0,2.0,0.0,4.0,1.0,Yes mostly
HH01321,3.0,5.0,2.0,4.0,4.0,Only some
HH01322,5.0,1.0,0.0,4.0,1.0,No
HH01323,4.0,1.0,1.0,3.0,0.0,Yes fully
HH01324,4.0,0.0,1.0,2.0,3.0,Yes fully
HH01325,6.0,1.0,1.0,4.0,0.0,Yes fully
HH01326,1.0,3.0,4.0,0.0,3.0,Yes mostly
HH01327,7.0,1.0,1.0,2.0,4.0,Yes mostly
HH01328,5.0,4.0,4.0,4.0,3.0,Only some
HH01329,4.0,4.0,5.0,4.0,1.0,Yes mostly
HH01330,4.0,2.0,3.0,1.0,4.0,Yes fully
HH01331,4.0,1.0,3.0,2.0,0.0,Yes mostly
HH01332,4.0,,2.0,2.0,0.0,Yes fully
HH01333,2.0,5.0,4.0,6.0,1.0,Yes mostly
HH01334,5.0,5.0,4.0,4.0,2.0,Yes mostly
HH01335,2.0,5.0,,0.0,3.0,Yes fully
HH01336,5.0,4.0,,1.0,1.0,Yes fully
HH01337,4.0,4.0,4.0,0.0,4.0,Only some
HH01338,2.0,5.0,0.0,1.0,4.0,Yes mostly
HH01339,6.0,2.0,2.0,1.0,1.0,Only some
HH01340,2.0,5.0,0.0,3.0,0.0,Only some
HH01341,5.0,0.0,3.0,5.0,3.0,Yes mostly
HH01342,2.0,4.0,5.0,6.0,0.0,Yes fully
HH01343,1.0,2.0,4.0,3.0,1.0,Only some
HH01344,4.0,1.0,4.0,5.0,3.0,Yes fully
HH01345,7.0,4.0,3.0,4.0,0.0,Only some
HH01346,2.0,1.0,3.0,2.0,1.0,Only some
HH01347,0.0,5.0,0.0,4.0,4.0,Yes mostly
HH01348,0.0,4.0,4.0,2.0,3.0,Yes mostly
HH01349,3.0,0.0,4.0,2.0,3.0,Only some
HH01350,6.0,5.0,0.0,6.0,4.0,Only some
HH01351,5.0,0.0,3.0,6.0,3.0,Yes fully
HH01352,1.0,4.0,2.0,4.0,2.0,Only some
HH01353,6.0,4.0,3.0,4.0,3.0,Yes mostly
HH01354,1.0,3.0,4.0,4.0,2.0,No
HH01355,4.0,3.0,1.0,5.0,1.0,Only some
HH01356,6.0,4.0,5.0,0.0,4.0,Yes mostly
HH01357,6.0,5.0,2.0,2.0,2.0,Yes mostly
HH01358,5.0,4.0,3.0,0.0,3.0,Yes mostly
HH01359,2.0,1.0,0.0,3.0,2.0,Only some
HH01360,6.0,3.0,0.0,2.0,0.0,Yes fully
HH01361,3.0,1.0,1.0,2.0,0.0,Yes mostly
HH01362,2.0,0.0,5.0,5.0,4.0,Only some
HH01363,4.0,0.0,1.0,1.0,2.0,Yes fully
HH01364,4.0,2.0,2.0,6.0,2.0,Yes fully
HH01365,1.0,5.0,5.0,2.0,0.0,Only some
HH01366,7.0,0.0,1.0,1.0,3.0,Yes mostly
HH01367,6.0,0.0,4.0,1.0,1.0,Only some
HH01368,2.0,0.0,0.0,4.0,2.0,Yes mostly
HH01369,1.0,1.0,0.0,6.0,1.0,Yes mostly
HH01370,0.0,3.0,0.0,6.0,1.0,Only some
HH01371,3.0,4.0,0.0,1.0,0.0,Yes mostly
HH01372,1.0,0.0,3.0,6.0,4.0,No
HH01373,7.0,4.0,0.0,1.0,0.0,Yes fully
HH01374,7.0,5.0,3.0,3.0,0.0,Yes mostly
HH01375,6.0,0.0,3.0,0.0,1.0,No
HH01376,2.0,2.0,1.0,1.0,4.0,Yes mostly
HH01377,5.0,4.0,0.0,2.0,3.0,No
HH01378,3.0,4.0,0.0,6.0,4.0,Yes mostly
HH01379,2.0,1.0,0.0,1.0,1.0,Yes fully
HH01380,4.0,0.0,3.0,1.0,4.0,Yes fully
HH01381,1.0,2.0,5.0,1.0,0.0,Yes mostly
HH01382,7.0,5.0,2.0,1.0,0.0,No
HH01383,1.0,5.0,3.0,3.0,2.0,No
HH01384,2.0,2.0,1.0,1.0,2.0,Only some
HH01385,1.0,3.0,0.0,2.0,1.0,Yes fully
HH01386,4.0,3.0,1.0,3.0,0.0,Yes mostly
HH01387,5.0,2.0,2.0,5.0,1.0,Yes mostly
HH01388,7.0,3.0,5.0,0.0,1.0,Yes mostly
HH01389,3.0,1.0,1.0,2.0,3.0,Yes fully
HH01390,1.0,3.0,5.0,3.0,1.0,Yes mostly
HH01391,0.0,3.0,3.0,6.0,1.0,Yes mostly
HH01392,4.0,3.0,2.0,6.0,2.0,Only some
HH01393,7.0,5.0,3.0,6.0,2.0,Yes mostly
