household_id,state_region,township,household_size,monthly_income,has_debt,total_debt,monthly_debt_repayment,savings_duration_weeks,market_access,female_headed_household,disability_present,displacement_status
HH00606,Rakhine,Sittwe,6,575357.0,Yes,1066684,56781,0,Yes,Yes,No,Resident
HH00607,Kachin,Putao,6,273449.0,no,0,0,4,Yes,Yes,No,IDP
HH00608,Rakhine,Sittwe,9,451869.0,No,0,0,3,No,No,No,Resident
HH00609,Tanintharyi,Dawei,4,483361.0,yes,714489,39806,0,No,No,No,Resident
HH00610,Mon,Mawlamyine,3,392274.0,yes,302957,23416,0,No,No,No,Resident
HH00611,Bago,Bago,5,492818.0,No,0,0,0,No,No,No,Resident
HH00612,Kayin,Kawkareik,5,372049.0,yes,496849,86232,0,Yes,No,No,IDP
HH00613,Ayeyarwady,Myaungmya,3,303169.0,Yes,20000,72914,2,Yes,No,No,Resident
HH00614,Kayah,Hpruso,5,708987.0,Y,1180609,125486,0,No,No,No,Resident
HH00615,Shan North,Laukkaing,1,608812.0,Yes,445186,12141,4,Y,Yes,No,IDP
HH00616,Shan South,Taunggyi,8,283044.0,No,0,0,2,No,No,No,Resident
HH00617,Chin,Matupi,4,522320.0,Yes,810941,5000,3,No,No,No,IDP
HH00618,Chin,Tedim,1,286318.0,Yes,1038554,65389,4,No,No,No,Resident
HH00619,Sagaing,Shwebo,2,206757.0,Yes,1290955,5000,2,No,Yes,No,Resident
HH00620,Magway,Minbu,3,606086.0,No,0,0,8,No,Yes,No,IDP
HH00621,Kayin,Kawkareik,4,113262.0,Y,971351,70477,12,No,No,No,Resident
HH00622,Kayin,Kawkareik,1,586834.0,No,0,0,1,Yes,No,No,Resident
HH00623,Mandalay,Kyaukse,4,374510.0,Yes,534132,13357,0,Yes,No,No,IDP
HH00624,Kayah,Demoso,3,381922.0,no,0,0,1,Yes,Yes,No,Resident
HH00625,Shan South,Hopong,4,493755.0,no,0,0,1,No,No,No,IDP
HH00626,Chin,Hakha,4,524616.0,Yes,858512,105426,2,No,No,No,Resident
HH00627,Kachin,Myitkyina,4,271258.0,No,0,0,1,Yes,No,No,Resident
HH00628,Kayah,Demoso,4,549191.0,Y,1274795,120362,2,Yes,Yes,No,IDP
HH00629,Rakhine,Sittwe,2,440407.0,N,0,0,4,Y,No,No,Resident
HH00630,Kayah,Loikaw,1,193910.0,No,0,0,1,Yes,No,No,Resident
HH00631,Ayeyarwady,Myaungmya,3,389423.0,N,0,0,2,Y,No,Yes,IDP
HH00632,Kachin,Putao,6,668630.0,Yes,442137,29826,1,Yes,No,No,Resident
HH00633,Kayin,Myawaddy,9,721787.0,No,0,0,4,Yes,No,No,Resident
HH00634,Kayah,Demoso,8,549123.0,N,0,0,3,Yes,No,Yes,IDP
HH00635,Mandalay,Kyaukse,5,205738.0,Y,171028,141295,0,Yes,No,Yes,Resident
HH00636,Shan North,Laukkaing,5,508309.0,yes,377639,141610,3,Yes,No,No,Resident
HH00637,Chin,Tedim,4,573155.0,Yes,833775,89846,0,Yes,No,No,IDP
HH00638,Kachin,Myitkyina,6,550627.0,Yes,542596,104730,3,Yes,No,No,Resident
HH00639,Bago,Pyay,6,561292.0,Yes,644585,58385,2,Yes,No,No,IDP
HH00640,Tanintharyi,Myeik,7,,Yes,893602,68521,1,Y,No,No,IDP
HH00641,Shan North,Laukkaing,7,406966.0,Yes,370583,101992,3,Yes,No,No,Resident
HH00642,Mon,Ye,4,310494 MMK,Y,627605,97001,8,Yes,Yes,No,Resident
HH00643,Bago,Taungoo,6,78372.0,Y,491149,20590,4,Yes,No,No,Returnee
HH00644,Kayin,Myawaddy,6,481136.0,Y,1257276,144598,2,N,No,Yes,IDP
HH00645,Ayeyarwady,Hinthada,4,453490.0,No,0,0,3,Y,No,No,Resident
HH00646,Kachin,Bhamo,8,520364.0,Yes,959325,57549,1,Unknown,Yes,Yes,Resident
HH00647,Kayin,Hpa-An,2,179242.0,Y,544889,137205,4,N,No,No,Resident
HH00648,Rakhine,Kyaukphyu,9,536103.0,Yes,526159,46535,4,Yes,No,No,IDP
HH00649,Tanintharyi,Kawthaung,6,789818.0,yes,1305282,72855,0,No,No,No,IDP
HH00650,Bago,Taungoo,2,434121.0,Yes,1268949,12072,1,Yes,No,Yes,IDP
HH00651,Kayin,Hpa-An,5,408900.0,Y,831365,168199,1,N,No,No,Resident
HH00652,Shan North,Lashio,1,475620.0,yes,660413,63120,0,Yes,No,No,IDP
HH00653,Mandalay,Myingyan,6,785821.0,Y,241287,123705,1,Yes,No,Yes,Resident
HH00654,Bago,Pyay,6,235743.0,Y,380455,70734,0,N,No,No,Resident
HH00655,Rakhine,Kyaukphyu,5,456577.0,Y,217924,145060,2,Y,No,No,Resident
HH00656,Rakhine,Mrauk-U,7,276062.0,Yes,1054210,73579,0,Unknown,No,No,Resident
HH00657,Ayeyarwady,Hinthada,2,321539.0,Y,246048,144116,1,Yes,Yes,No,Resident
HH00658,Shan South,Pekon,4,411074.0,yes,521924,25266,3,Yes,Yes,No,Resident
HH00659,Magway,Minbu,4,662518.0,no,0,0,1,Yes,No,No,Resident
HH00660,Kachin,Bhamo,2,744178.0,No,0,0,1,Yes,Yes,No,IDP
HH00661,Mandalay,Myingyan,4,500666.0,No,0,0,4,Yes,No,No,Resident
HH00662,Ayeyarwady,Pathein,4,352213.0,N,0,0,12,Yes,No,No,Resident
HH00663,Sagaing,Shwebo,4,868693.0,Y,33259,45932,2,Y,Yes,No,Resident
HH00664,Mandalay,Myingyan,4,343040.0,Yes,140877,46973,0,Yes,Yes,No,Resident
HH00665,Shan South,Hopong,7,317196.0,Yes,910543,58107,0,No,No,No,Resident
HH00666,Shan North,Laukkaing,4,100510.0,Yes,774493,42450,12,Y,No,No,Resident
HH00667,Rakhine,Sittwe,7,671296.0,No,0,0,3,No,No,No,Resident
HH00668,Mon,Ye,4,,Yes,672809,161441,4,Yes,No,No,Resident
HH00669,Mon,Ye,4,855205.0,Yes,528030,92299,3,Yes,Yes,No,IDP
HH00670,Magway,Minbu,5,169886.0,Yes,102065,143405,0,Yes,Yes,No,Resident
HH00671,Tanintharyi,Dawei,4,682471.0,no,0,0,1,No,Yes,No,IDP
HH00672,Shan South,Hopong,3,432624.0,Yes,482978,122274,4,Yes,No,No,Resident
HH00673,Shan South,Hopong,5,565098.0,Yes,606887,102521,8,Yes,No,No,IDP
HH00674,Magway,Minbu,3,123400.0,No,0,0,1,Unknown,No,No,Resident
HH00675,Shan South,Taunggyi,4,684255.0,Yes,884854,54640,2,No,Yes,No,Resident
HH00676,Ayeyarwady,Myaungmya,5,561573.0,no,0,0,0,Y,No,Yes,Resident
HH00677,Shan South,Taunggyi,4,412996.0,yes,1032167,40846,12,Yes,No,No,Resident
HH00678,Magway,Magway,7,536120.0,No,0,0,1,Unknown,No,No,IDP
HH00679,Rakhine,Mrauk-U,3,282211.0,No,0,0,3,Yes,No,No,Resident
HH00680,Tanintharyi,Myeik,8,315701.0,No,0,0,1,Yes,Yes,No,Resident
HH00681,Ayeyarwady,Myaungmya,6,336580.0,Yes,922277,57441,2,N,No,No,IDP
HH00682,Magway,Pakokku,8,86509.0,Yes,772345,54210,3,N,No,No,IDP
HH00683,Tanintharyi,Myeik,7,575117.0,Yes,667492,26639,1,Yes,No,No,Resident
HH00684,Tanintharyi,Myeik,3,634487.0,Yes,736645,76988,4,Yes,Yes,No,Resident
HH00685,Mandalay,Kyaukse,5,293758.0,Y,460946,72524,8,Yes,No,No,IDP
HH00686,Bago,Bago,3,482677.0,Yes,696902,47264,8,No,No,No,IDP
HH00687,Kayah,Loikaw,6,372203.0,Yes,604934,29750,1,Y,No,No,IDP
HH00688,Shan South,Taunggyi,5,479089.0,No,0,0,3,Yes,Yes,No,IDP
HH00689,Kayin,Myawaddy,4,307036.0,No,0,0,2,Yes,No,Yes,Resident
HH00690,Ayeyarwady,Hinthada,8,260983.0,Yes,1471007,122660,2,No,No,No,Resident
HH00691,Tanintharyi,Myeik,2,609373.0,Yes,745583,127745,2,No,No,No,Resident
HH00692,Bago,Pyay,5,408503.0,Yes,20000,5000,2,Yes,No,No,Resident
HH00693,Tanintharyi,Dawei,6,783980.0,Yes,510248,12965,0,No,Yes,No,IDP
HH00694,Tanintharyi,Dawei,2,428336.0,yes,567188,84255,1,Unknown,No,No,Resident
HH00695,Magway,Magway,5,253306.0,yes,972145,23778,0,Yes,No,No,Resident
HH00696,Chin,Matupi,6,640849.0,No,0,0,1,No,No,No,Resident
HH00697,Ayeyarwady,Pathein,2,533544.0,No,0,0,0,No,No,No,Resident
HH00698,Shan South,Hopong,5,550837.0,N,0,0,1,No,No,No,Resident
HH00699,Sagaing,Shwebo,3,634308.0,Y,789871,75648,4,Y,No,No,Resident
HH00700,Magway,Pakokku,6,302497.0,Yes,771628,51610,2,No,No,No,IDP
HH00701,Rakhine,Mrauk-U,2,397094.0,Yes,1134097,70342,0,Yes,No,No,Resident
HH00702,Shan South,Taunggyi,8,389139.0,No,0,0,4,Yes,No,No,Resident
HH00703,Mandalay,Mandalay,7,187666.0,Y,1270964,39433,8,No,Yes,No,Resident
HH00704,Mandalay,Kyaukse,3,372554.0,Yes,909990,72315,8,Yes,No,No,Resident
HH00705,Magway,Magway,4,660548.0,Yes,535290,103454,4,Yes,No,No,IDP
HH00706,Rakhine,Kyaukphyu,5,462721.0,Yes,545289,5000,12,Yes,No,No,Resident
HH00707,Sagaing,Monywa,6,177709.0,Yes,20000,132259,2,No,No,Yes,IDP
HH00708,Shan South,Hopong,4,139949.0,No,0,0,12,Unknown,No,No,Resident
HH00709,Kayin,Hpa-An,3,719660.0,Y,1080590,159930,8,No,No,No,Resident
HH00710,Kayin,Hpa-An,2,403743.0,Y,643865,16831,1,Y,No,No,Resident
HH00711,Shan North,Laukkaing,9,303466.0,Yes,503146,75514,8,Yes,No,No,IDP
HH00712,Rakhine,Kyaukphyu,4,370681.0,Yes,297537,149186,4,Yes,Yes,No,IDP
HH00713,Ayeyarwady,Hinthada,7,154085.0,yes,1433826,96523,4,Unknown,Yes,No,Resident
HH00714,Ayeyarwady,Pathein,5,676157.0,No,0,0,8,Yes,No,Yes,Resident
HH00715,Mon,Mawlamyine,8,349250.0,Yes,646198,16726,1,Y,No,No,Resident
HH00716,Bago,Pyay,2,666132.0,Yes,1191252,78434,1,No,No,Yes,Resident
HH00717,Rakhine,Mrauk-U,2,429297.0,yes,548792,96653,3,Yes,No,No,Resident
HH00718,Kayin,Kawkareik,8,677316.0,N,0,0,3,No,No,No,IDP
HH00719,Chin,Hakha,8,466205.0,yes,445001,81609,8,Yes,No,No,Resident
HH00720,Shan South,Taunggyi,4,573582.0,Y,145137,123919,8,Yes,No,No,IDP
HH00721,Magway,Minbu,4,549437.0,No,0,0,3,Yes,No,No,IDP
HH00722,Tanintharyi,Dawei,4,532192.0,No,0,0,12,Yes,Yes,No,Resident
HH00723,Bago,Bago,4,482628.0,Yes,613456,127146,0,Yes,No,Yes,Resident
HH00724,Magway,Magway,3,378087.0,Y,579602,68871,12,N,Yes,No,IDP
HH00725,Bago,Pyay,7,764778.0,Y,225689,109189,0,Yes,Yes,No,Resident
HH00726,Magway,Magway,3,256751.0,Yes,343456,53111,2,Y,Yes,No,Resident
HH00727,Ayeyarwady,Myaungmya,6,420775 MMK,yes,650367,80455,0,No,No,No,IDP
HH00728,Magway,Minbu,2,422679.0,No,0,0,2,Yes,No,No,Resident
HH00729,Kayin,Hpa-An,1,492439.0,Yes,52866,64614,1,Yes,No,No,IDP
HH00730,Shan North,Laukkaing,5,342695.0,No,0,0,0,N,No,No,Resident
HH00731,Ayeyarwady,Hinthada,4,476654.0,yes,928331,57975,3,No,No,Yes,Resident
HH00732,Kayah,Loikaw,5,389608.0,yes,571344,82308,3,N,No,No,Resident
HH00733,Mon,Ye,2,135249.0,No,0,0,0,Yes,No,No,Resident
HH00734,Ayeyarwady,Pathein,8,421719.0,no,0,0,3,No,Yes,Yes,Resident
HH00735,Mandalay,Kyaukse,6,221898.0,yes,605914,28627,0,Y,No,Yes,Resident
HH00736,Shan North,Laukkaing,7,107811.0,yes,637279,119733,0,Unknown,No,Yes,Resident
HH00737,Ayeyarwady,Pathein,3,444637.0,yes,282088,58148,0,Yes,No,Yes,Resident
HH00738,Kachin,Myitkyina,4,507819.0,No,0,0,2,Unknown,No,Yes,Resident
HH00739,Ayeyarwady,Hinthada,4,,N,0,0,4,Yes,No,No,Resident
HH00740,Mon,Ye,5,522091.0,Y,166429,117362,2,Y,No,No,Resident
HH00741,Bago,Bago,4,72134.0,N,0,0,4,No,No,No,Resident
HH00742,Ayeyarwady,Hinthada,2,175017.0,Yes,617675,36741,2,No,No,No,Resident
HH00743,Shan South,Pekon,4,,N,0,0,4,Yes,Yes,No,Resident
HH00744,Chin,Hakha,3,231502.0,no,0,0,12,Y,Yes,No,Resident
HH00745,Bago,Taungoo,4,529951.0,Yes,682293,20838,1,Yes,Yes,No,Resident
HH00746,Kayah,Hpruso,3,296351.0,no,0,0,0,Yes,No,No,IDP
HH00747,Rakhine,Mrauk-U,4,434341.0,No,0,0,0,No,No,No,Resident
HH00748,Kachin,Myitkyina,5,306014.0,Yes,288277,9294,2,No,No,No,Resident
HH00749,Kachin,Myitkyina,4,521077.0,Yes,276627,136080,2,Yes,Yes,No,IDP
HH00750,Mandalay,Kyaukse,4,444619.0,N,0,0,0,No,No,No,Resident
HH00751,Tanintharyi,Myeik,5,339308.0,Y,393409,95980,8,Yes,Yes,No,Resident
HH00752,Mandalay,Kyaukse,6,,Yes,357295,109179,12,No,No,Yes,Resident
HH00753,Magway,Pakokku,4,468199.0,Y,290871,76765,1,No,No,No,Resident
HH00754,Tanintharyi,Myeik,5,201711.0,No,0,0,1,No,No,Yes,Resident
HH00755,Rakhine,Sittwe,8,496947.0,No,0,0,1,Y,No,No,Resident
HH00756,Kayin,Kawkareik,5,892767.0,yes,668498,179751,1,No,No,Yes,Resident
HH00757,Ayeyarwady,Myaungmya,7,663031.0,Y,870649,48319,8,Yes,No,No,Resident
HH00758,Kayah,Demoso,6,549303.0,N,0,0,2,No,No,No,Resident
HH00759,Magway,Pakokku,2,404591.0,Y,889767,171218,0,Yes,No,No,Resident
HH00760,Ayeyarwady,Myaungmya,4,71025.0,no,0,0,2,Yes,No,No,Resident
HH00761,Mandalay,Mandalay,6,181988.0,Yes,79627,37088,0,Y,No,No,Resident
HH00762,Rakhine,Kyaukphyu,9,650903.0,Yes,567086,56231,1,Yes,No,No,Resident
HH00763,Tanintharyi,Dawei,4,277844.0,Yes,533535,16310,1,Yes,Yes,No,Resident
HH00764,Tanintharyi,Myeik,2,294135.0,Y,1141385,10983,3,Unknown,Yes,No,Resident
HH00765,Kayah,Loikaw,5,390183.0,Y,579926,122062,2,Yes,Yes,Yes,Resident
HH00766,Ayeyarwady,Pathein,3,228832.0,N,0,0,8,Yes,No,No,IDP
HH00767,Shan South,Hopong,6,199182.0,No,0,0,0,Yes,No,Yes,IDP
HH00768,Kayin,Kawkareik,5,410915.0,Yes,639435,30927,4,Yes,Yes,No,Resident
HH00769,Magway,Pakokku,6,259525.0,Y,177964,64650,0,No,No,No,Resident
HH00770,Kayah,Hpruso,7,286617.0,no,0,0,1,Y,No,No,Resident
HH00771,Shan North,Lashio,5,279386.0,Yes,385040,84235,8,No,No,No,IDP
HH00772,Tanintharyi,Dawei,5,514025.0,Yes,159492,111587,3,Yes,Yes,No,Resident
HH00773,Sagaing,Monywa,6,378217.0,Yes,690442,83543,0,No,Yes,No,Resident
HH00774,Ayeyarwady,Hinthada,7,387857.0,No,0,0,2,Yes,No,No,IDP
HH00775,Bago,Bago,7,527450.0,Yes,1154377,55299,3,No,No,No,Resident
HH00776,Tanintharyi,Myeik,1,394433.0,No,0,0,8,No,No,No,IDP
HH00777,Kayah,Loikaw,5,369914.0,Y,395964,50351,3,Yes,No,No,Resident
HH00778,Magway,Pakokku,3,504681.0,No,0,0,0,Y,No,Yes,Resident
HH00779,Chin,Tedim,7,540276.0,No,0,0,2,No,No,No,IDP
HH00780,Bago,Taungoo,5,393527.0,Yes,582616,70907,0,Yes,No,No,Resident
HH00781,Mon,Ye,4,434509.0,yes,359256,5000,0,No,No,No,Resident
HH00782,Shan South,Pekon,3,279278.0,No,0,0,2,No,Yes,No,IDP
HH00783,Magway,Pakokku,4,,No,0,0,4,Yes,No,No,IDP
HH00784,Magway,Minbu,6,558447.0,Yes,453675,91192,0,Yes,Yes,No,Resident
HH00785,Kayin,Kawkareik,3,500090.0,Y,697690,128980,4,No,No,No,Returnee
HH00786,Shan South,Hopong,2,501954.0,yes,1334420,109170,3,N,Yes,No,Resident
HH00787,Sagaing,Kalay,7,470554.0,Yes,1133882,109505,4,No,No,No,Resident
HH00788,Shan North,Laukkaing,6,428317.0,Yes,1248465,158288,1,No,No,Yes,IDP
HH00789,Rakhine,Kyaukphyu,3,545354.0,Yes,982908,106787,1,No,Yes,Yes,Resident
HH00790,Sagaing,Shwebo,4,588320.0,Y,578169,73140,0,Yes,Yes,No,IDP
HH00791,Magway,Magway,9,584021.0,no,0,0,1,Yes,No,Yes,Resident
HH00792,Kayin,Hpa-An,6,401860.0,No,0,0,1,Yes,No,No,Resident
HH00793,Ayeyarwady,Pathein,5,669659.0,No,0,0,1,N,No,No,Resident
HH00794,Bago,Taungoo,4,461123.0,N,0,0,0,Y,No,No,Resident
HH00795,Kayin,Kawkareik,4,533828.0,N,0,0,0,N,Yes,No,IDP
HH00796,Kachin,Putao,1,470776.0,Yes,531757,102956,8,Yes,No,No,Resident
HH00797,Tanintharyi,Dawei,6,464461 MMK,Yes,397878,66400,4,Yes,No,No,Resident
HH00798,Kayin,Myawaddy,2,287565.0,No,0,0,1,No,No,No,Resident
HH00799,Kachin,Myitkyina,1,546243.0,N,0,0,8,Yes,No,Yes,Resident
HH00800,Kayin,Kawkareik,6,,Y,20000,152539,1,Yes,No,No,Resident
HH00801,Sagaing,Monywa,8,352537.0,Y,572834,95501,1,Y,No,No,Resident
HH00802,Kachin,Myitkyina,6,432779.0,yes,1160225,88513,4,No,No,No,Resident
HH00803,Rakhine,Mrauk-U,5,339683.0,Yes,1155520,19122,1,No,No,Yes,Resident
HH00804,Mon,Ye,5,332156.0,No,0,0,1,Yes,No,No,Resident
HH00805,Ayeyarwady,Myaungmya,4,698001.0,Yes,1489082,123920,1,Yes,No,No,Resident
HH00806,Ayeyarwady,Pathein,4,298865.0,yes,723221,139129,2,Yes,No,No,Resident
HH00807,Rakhine,Sittwe,5,334666.0,Y,240978,62012,2,Yes,No,No,Resident
HH00808,Magway,Pakokku,4,134251.0,Yes,1155488,5000,1,Yes,No,No,Resident
HH00809,Kayah,Loikaw,5,283630.0,Yes,846160,98948,1,Yes,No,No,Resident
HH00810,Tanintharyi,Myeik,7,112488.0,N,0,0,1,Unknown,No,No,Resident
HH00811,Sagaing,Monywa,9,533725.0,N,0,0,2,Yes,No,No,IDP
HH00812,Mon,Mawlamyine,2,923945.0,Y,1339229,5000,1,Yes,No,No,Resident
HH00813,Shan North,Muse,4,,Yes,1213371,49824,8,Yes,No,No,IDP
HH00814,Chin,Hakha,3,119984.0,yes,493547,20010,3,No,No,No,Resident
HH00815,Ayeyarwady,Pathein,4,582000.0,N,0,0,1,Yes,No,No,Resident
HH00816,Bago,Bago,4,289154.0,Y,269252,93159,3,Yes,No,No,IDP
HH00817,Sagaing,Monywa,3,653882.0,Y,260684,108313,0,Yes,No,No,Resident
HH00818,Magway,Magway,6,,yes,417962,20413,1,Yes,No,No,Resident
HH00819,Shan North,Laukkaing,5,306273.0,no,0,0,1,No,Yes,No,Resident
HH00820,Tanintharyi,Kawthaung,7,387968.0,Y,465267,90152,2,Yes,No,No,Resident
HH00821,Sagaing,Monywa,1,556400.0,No,0,0,3,Yes,No,No,Resident
HH00822,Shan North,Lashio,2,379064.0,No,0,0,12,Y,No,No,IDP
HH00823,Magway,Magway,4,330590.0,yes,552926,76539,1,Yes,No,No,Resident
HH00824,Shan North,Muse,2,384210.0,Y,893673,123709,1,No,No,No,Resident
HH00825,Shan South,Hopong,4,191066.0,Yes,541467,28010,2,Yes,No,No,Resident
HH00826,Magway,Minbu,9,491466.0,Yes,676633,96179,1,No,No,No,Resident
HH00827,Northern Shan,Muse,3,98389.0,yes,138746,34923,0,Yes,Yes,No,IDP
HH00828,Mon,Mawlamyine,3,340058.0,yes,398285,65648,12,Yes,No,No,Resident
HH00829,Mon,Mawlamyine,5,556689.0,no,0,0,4,Yes,No,No,IDP
HH00830,Sagaing,Monywa,5,474549.0,No,0,0,12,Unknown,No,No,Resident
HH00831,Chin,Hakha,5,526258.0,N,0,0,1,Yes,No,No,Resident
HH00832,Chin,Matupi,4,408292.0,yes,383638,106817,0,N,No,No,Resident
HH00833,Kayin,Hpa-An,7,630554.0,Yes,88203,5000,1,N,No,No,IDP
HH00834,Mandalay,Myingyan,3,586446.0,Yes,533139,67096,8,Yes,No,Yes,Resident
HH00835,Bago,Pyay,4,500305.0,no,0,0,0,Yes,No,No,Resident
HH00836,Ayeyarwady,Hinthada,6,586958.0,Yes,140875,47696,0,Yes,No,Yes,IDP
HH00837,Bago,Pyay,7,555076.0,Y,509635,57302,0,Unknown,Yes,No,Resident
HH00838,Mandalay,Myingyan,4,340897.0,Y,703159,45229,4,No,No,No,Resident
HH00839,Sagaing,Monywa,5,178098.0,Y,1167243,96969,4,No,Yes,No,IDP
HH00840,Mon,Mawlamyine,2,495665.0,Yes,367510,79253,3,Yes,No,No,Resident
HH00841,Kachin,Bhamo,3,518296.0,N,0,0,0,Y,Yes,No,Resident
HH00842,Shan North,Muse,2,616285.0,Yes,693405,129662,3,Yes,No,Yes,Resident
HH00843,Mon,Thaton,6,251462 MMK,yes,439866,109530,1,Yes,No,No,IDP
HH00844,Sagaing,Kalay,4,256842.0,Yes,664649,142120,0,Yes,No,Yes,Resident
HH00845,Sagaing,Shwebo,6,502782.0,Y,1101812,83864,1,Yes,No,No,IDP
HH00846,Sagaing,Monywa,2,407190.0,N,0,0,2,N,No,No,Resident
HH00847,Mandalay,Mandalay,7,80563.0,Yes,558201,97797,1,Y,Yes,No,Resident
HH00848,Sagaing,Kalay,7,487519.0,Yes,586842,150614,12,Yes,No,No,Resident
HH00849,Bago,Bago,2,86564.0,N,0,0,2,Yes,No,No,IDP
HH00850,Shan South,Pekon,1,249854.0,Yes,677465,56746,1,Y,No,No,Resident
HH00851,Tanintharyi,Myeik,2,663303.0,Yes,489135,20413,3,No,No,Yes,Resident
HH00852,Bago,Taungoo,7,748478.0,No,0,0,3,Yes,Yes,No,Resident
HH00853,Tanintharyi,Kawthaung,3,,no,0,0,0,Yes,No,No,IDP
HH00854,Chin,Tedim,5,360710.0,Y,844796,38099,2,No,Yes,No,Resident
HH00855,Kachin,Myitkyina,4,427672.0,No,0,0,1,Unknown,No,Yes,Resident
HH00856,Bago,Pyay,6,740621.0,no,0,0,1,No,Yes,No,Resident
HH00857,Chin,Tedim,5,331284.0,No,0,0,3,Yes,No,No,Resident
HH00858,Sagaing,Monywa,5,334161.0,No,0,0,2,No,No,No,Returnee
HH00859,Shan North,Muse,9,698771.0,No,0,0,1,Yes,No,No,Resident
HH00860,Bago,Bago,3,352538.0,Yes,1034352,16818,0,Y,Yes,Yes,IDP
HH00861,Tanintharyi,Myeik,7,549996.0,No,0,0,2,Yes,No,No,IDP
HH00862,Mon,Ye,2,154114.0,Y,694535,126760,1,Yes,No,No,Resident
HH00863,Magway,Minbu,5,389178.0,Yes,20000,165822,8,Yes,No,No,IDP
HH00864,Ayeyarwady,Pathein,7,121273.0,Y,501150,81349,2,Yes,No,No,Returnee
HH00865,Bago,Taungoo,6,230022.0,Yes,850007,107676,8,Yes,No,No,IDP
HH00866,Shan North,Lashio,6,571056.0,No,0,0,1,No,Yes,No,Resident
HH00867,Bago,Pyay,4,,Yes,745859,119882,4,No,No,Yes,Resident
HH00868,Bago,Bago,4,362561.0,Y,831675,154240,0,Y,No,Yes,IDP
HH00869,Kayin,Hpa-An,4,285225.0,N,0,0,1,Yes,Yes,No,Resident
HH00870,Sagaing,Monywa,5,380282 MMK,No,0,0,0,Yes,No,No,IDP
HH00871,Kayin,Hpa-An,5,474200.0,Yes,832815,163409,0,Yes,Yes,No,Resident
HH00872,Mandalay,Myingyan,4,596925.0,Yes,965378,5000,8,Yes,No,No,Resident
HH00873,Magway,Pakokku,4,50000.0,yes,1563886,49155,3,Yes,No,No,IDP
HH00874,Magway,Magway,3,270283.0,Yes,1173440,76206,2,N,No,No,Resident
HH00875,Shan North,Laukkaing,4,448637.0,N,0,0,2,Unknown,No,No,Resident
HH00876,Rakhine,Kyaukphyu,3,402205.0,No,0,0,2,Yes,Yes,No,IDP
HH00877,Rakhine,Kyaukphyu,7,492608.0,Yes,1021382,44018,3,Y,No,No,IDP
HH00878,Ayeyarwady,Pathein,5,468157.0,N,0,0,4,No,Yes,No,Resident
HH00879,Rakhine,Kyaukphyu,3,,No,0,0,2,Yes,Yes,No,IDP
HH00880,Shan South,Pekon,6,325166.0,Yes,869011,63606,3,No,No,No,IDP
HH00881,Magway,Pakokku,7,375810.0,no,0,0,1,Yes,Yes,No,IDP
HH00882,Bago,Pyay,3,626774.0,Yes,1202651,94740,12,Yes,Yes,No,Resident
HH00883,Kayin,Kawkareik,3,288239.0,No,0,0,0,Unknown,No,No,Resident
HH00884,Mandalay,Kyaukse,1,408695.0,No,0,0,1,No,No,No,IDP
HH00885,Bago,Bago,2,453002.0,No,0,0,8,Yes,No,No,IDP
HH00886,Ayeyarwady,Myaungmya,6,700863.0,N,0,0,0,Yes,No,No,Resident
HH00887,Sagaing,Kalay,9,365945.0,Yes,977580,5000,0,Unknown,No,No,Resident
HH00888,Mandalay,Myingyan,2,592585.0,no,0,0,1,Yes,No,No,Resident
HH00889,Sagaing,Kalay,6,641756.0,Y,620050,93475,1,N,Yes,No,IDP
HH00890,Chin,Matupi,2,408524.0,no,0,0,8,Y,No,No,IDP
HH00891,Magway,Magway,5,,yes,728265,118252,4,Yes,Yes,No,Resident
HH00892,Shan North,Lashio,6,360770.0,no,0,0,2,No,No,No,Resident
HH00893,Rakhine,Mrauk-U,4,373952.0,Y,521934,77195,12,No,No,Yes,Resident
HH00894,Tanintharyi,Dawei,1,573763.0,No,0,0,3,Y,No,No,IDP
HH00895,Ayeyarwady,Hinthada,5,461582.0,No,0,0,8,Yes,No,No,Resident
HH00896,Shan South,Pekon,9,462352.0,Y,1063429,5000,1,Yes,No,No,Resident
HH00897,Rakhine,Kyaukphyu,3,217460.0,No,0,0,2,Yes,Yes,No,Resident
HH00898,Sagaing,Monywa,3,245852.0,N,0,0,0,No,No,No,IDP
HH00899,Sagaing,Monywa,3,805820.0,Yes,856273,59975,0,Y,Yes,Yes,Resident
HH00900,Southern Shan,Hopong,5,387991.0,yes,330689,90144,3,No,No,No,Resident
HH00901,sagaing,Monywa,5,280541.0,Yes,1079608,121761,0,No,Yes,Yes,Resident
HH00902,Sagaing,Shwebo,6,677598.0,no,0,0,2,Yes,No,No,Returnee
HH00903,Chin,Matupi,6,470726.0,Yes,602710,114408,3,Yes,No,No,Resident
HH00904,Mon,Thaton,7,524068.0,Yes,953824,71068,0,Y,No,No,Resident
HH00905,Kayin,Myawaddy,6,395152.0,yes,407422,46414,1,No,No,No,Resident
HH00906,Shan North,Laukkaing,3,362639.0,yes,943249,73103,3,Y,Yes,No,Resident
HH00907,Kayah,Demoso,5,389474.0,N,0,0,8,Yes,No,No,IDP
HH00908,Mandalay,Myingyan,4,171107.0,no,0,0,1,Yes,Yes,No,IDP
HH00909,Kayah,Demoso,4,404173.0,Yes,283836,5000,12,N,No,No,Resident
HH00910,Magway,Pakokku,8,473286.0,yes,941141,50395,4,Yes,Yes,No,IDP
